almaMmsId	rpbId	hbzId	zdbId
990154598530206441	RPB929t074004	HT014871438	2253783-1
990159614560206441	RPB929t074005	HT015254146	2382200-4
990159614680206441	RPB929t074006	HT015254158	2382212-0
990159614710206441	RPB929t074007	HT015254161	2382216-8
990157589700206441	RPB929t074008	HT015137684	2325716-7
990159338700206441	RPB929t074009	HT015226237	2377602-X
990056107060206441	RPB929t074010	HT007062967	1176562-8
990055426890206441	RPB929t074011	HT006981637	613167-0
990055120450206441	RPB929t074012	HT006946665	495024-0
990055841520206441	RPB929t074013	HT007031558	1002512-1
990055991940206441	RPB929t074014	HT007049335	1094431-X
990056056170206441	RPB929t074015	HT007057032	1135324-7
990056153750206441	RPB929t074017	HT007068307	1209618-0
990055879580206441	RPB929t074018	HT007036096	1032467-7
990158027330206441	RPB929t074020	HT015181523	2325805-6
990056166170206441	RPB929t074074	HT007069719	1217422-1
990159269200206441	RPB929t074097	HT015219174	2376134-9
990049308100206441	RPB929t074109	HT004580197	
990049410920206441	RPB929t074112	HT004966883	
990055809990206441	RPB929t074142	HT007027820	970533-8
990159759440206441	RPB929t074160	HT015268842	2383802-4
990055120540206441	RPB929t074162	HT006946685	495044-6
990056089490206441	RPB929t074193	HT007060924	1160524-8
990055443700206441	RPB929t074197	HT006983570	615670-8
990158032490206441	RPB929t074207	HT015182039	2364024-8
990055557710206441	RPB929t074222	HT006996551	638409-2
990157506180206441	RPB929t074224	HT015129263	2316966-7
990159534160206441	RPB929t074269	HT015246001	2380810-X
990159460000206441	RPB929t074270	HT015238500	2379715-0
990159338620206441	RPB929t074271	HT015226229	2377594-4
990158971350206441	RPB929t074292	HT015189144	2365024-2
990158971380206441	RPB929t074296	HT015189147	2365028-X
990158971390206441	RPB929t074297	HT015189148	2365029-1
990158971410206441	RPB929t074298	HT015189150	2365031-X
990158971420206441	RPB929t074299	HT015189151	2365032-1
990158971440206441	RPB929t074300	HT015189153	2365034-5
990157146960206441	RPB929t074598	HT015093201	
990159759720206441	RPB929t074631	HT015268870	2383837-1
990159693070206441	RPB929t074636	HT015262103	2383539-4
990159027910206441	RPB929t074757	HT015194868	
990055559280206441	RPB929t074775	HT006996709	638588-6
990056021460206441	RPB929t074780	HT007052791	1109357-2
990151197040206441	RPB929t074782	HT014740493	2236288-5
990154350890206441	RPB929t074785	HT014846420	2249959-3
990151503650206441	RPB929t074786	HT014771460	2239950-1
990056054420206441	RPB929t074789	HT007056830	1134393-X
990154204320206441	RPB929t074791	HT014832625	2248439-5
990159610620206441	RPB929t074792	HT015253752	2381726-4
990159451860206441	RPB929t074835	HT015237686	2378850-1
990139370930206441	RPB929t074873	HT014493135	2201745-8
990159759480206441	RPB929t074945	HT015268846	2383807-3
990159692920206441	RPB929t074950	HT015262088	2383523-0
990160268650206441	RPB036t130172	HT015320255	
990159534100206441	RPB929t075086	HT015245995	2380804-4
990049443900206441	RPB929t075087	HT005051139	
990049449600206441	RPB929t075088	HT005325447	
990049510560206441	RPB929t075089	HT005396242	
990049744960206441	RPB929t075091	HT006132588	
990154204340206441	RPB929t075092	HT014832627	2248441-3
990056015450206441	RPB929t075093	HT007052075	1106942-9
990054986540206441	RPB929t075094	HT006930939	355671-2
990153814850206441	RPB929t075096	HT014793291	2242685-1
990153814790206441	RPB929t075097	HT014793285	2242679-6
990056065240206441	RPB929t075098	HT007058053	1140884-4
990159451760206441	RPB929t075099	HT015237676	2378840-9
990110145970206441	RPB929t075100	HT012863688	2031413-9
990110142080206441	RPB929t075101	HT012863293	2026805-1
990054587550206441	RPB929t075103	HT006227778	1138953-9
990055905170206441	RPB929t075109	HT007039085	1050016-9
990131169180206441	RPB929t075111	HT014055485	2147549-0
990114236700206441	RPB929t075112	HT013097208	2053039-0
990056085870206441	RPB929t075155	HT007060465	1157445-8
990049756580206441	RPB929t075165	HT006163922	
990116291890206441	RPB929t075224	HT013304484	2073581-9
990159834040206441	RPB929t075236	HT015276398	2385355-4
990049757270206441	RPB929t075241	HT006166392	
990049765520206441	RPB929t075245	HT006191089	
990049782900206441	RPB929t075247	HT006236816	
990049784170206441	RPB929t075252	HT006239984	
990056365610206441	RPB929t075256	HT007472154	1364464-6
990121444810206441	RPB929t075257	HT013824299	2123476-0
990109651120206441	RPB929t075259	HT012813639	2022458-8
990055439020206441	RPB929t075260	HT006983058	614895-5
990159833980206441	RPB929t075262	HT015276392	2385349-9
990159961450206441	RPB929t075263	HT015289111	2387070-9
990171312300206441	RPB929t075288	HT015688097	
990049787910206441	RPB929t075289	HT006251836	
990056058680206441	RPB929t075318	HT007057306	1136609-6
990049795750206441	RPB929t075334	HT006276499	
990155843390206441	RPB929t075350	HT014992747	2269383-X
990056008730206441	RPB929t075352	HT007051261	1103575-4
990119117060206441	RPB929t075354	HT013588714	2101506-5
990117554240206441	RPB929t075355	HT013432195	2086348-2
990056971690206441	RPB929t075364	HT006277797	
990056065200206441	RPB929t075366	HT007058049	1140874-1
990056085720206441	RPB929t075367	HT007060447	1157269-3
990049807970206441	RPB929t075368	HT006308935	
990139436610206441	RPB929t075369	HT014499774	2202850-X
990054711940206441	RPB929t075375	HT006895281	120372-1
990054711950206441	RPB929t075378	HT006895282	120373-3
990056399260206441	RPB929t075379	HT007576969	1378083-9
990056734640206441	RPB929t075398	HT001405265	
990048688880206441	RPB929t075399	HT003196730	
990048812320206441	RPB929t075400	HT003537112	
990048131880206441	RPB929t075436	HT001385872	
990048196310206441	RPB929t075440	HT001400299	
990048196320206441	RPB929t075442	HT001400301	
990160451110206441	RPB929t075448	HT015338144	2394306-3
990118972230206441	RPB929t075501	HT013574060	2099519-2
990160312180206441	RPB929t075502	HT015324147	2392694-6
990049240060206441	RPB929t075556	HT004570447	
990156346080206441	RPB929t075584	HT015040721	
990160223370206441	RPB929t075651	HT015315651	2391255-8
990055736510206441	RPB929t075659	HT007018722	820336-2
990155631300206441	RPB929t080068	HT014971338	2266716-7
990157148520206441	RPB929t080200	HT015093362	
990055279390206441	RPB929t080213	HT006964389	567526-1
990119314070206441	RPB929t080214	HT013608655	2103646-9
990054502150206441	RPB929t080240	HT005069273	7529-2
990055607260206441	RPB929t080304	HT007002208	649599-0
990157504460206441	RPB929t080305	HT015129091	2316784-1
990124654980206441	RPB929t080309	HT013917530	2133071-2
990124654980206441	RPB929t080309	HT013917530	2133071-2
990160526730206441	RPB929t080377	HT015345806	
990056986080206441	RPB929t080385	HT007257892	
990164078670206441	RPB929t080390	HT015385207	
990055625150206441	RPB929t080461	HT007004399	717497-4
990054859250206441	RPB929t080462	HT006914937	220940-8
990054807260206441	RPB929t080463	HT006907475	204177-7
990114057450206441	RPB929t080464	HT013079132	2051289-2
990160310840206441	RPB929t080467	HT015324013	2392550-4
990055995870206441	RPB929t080468	HT007049790	1096225-6
990160871890206441	RPB929t080475	HT015354860	2396346-3
990160455300206441	RPB929t080479	HT015338563	2394797-4
990054349090206441	RPB929t080481	HT003530275	133906-0
990163861930206441	RPB929t080487	HT015363244	2397705-X
990226613030206441	RPB929t080490	HT007006400	725889-6
990055497830206441	RPB929t080491	HT006989955	629585-X
990132933860206441	RPB929t080492	HT014162608	2151453-7
990054587540206441	RPB929t080494	HT006227759	1138960-6
990144695010206441	RPB929t080495	HT014675834	2225910-7
990103858490206441	RPB929t080496	HT012233296	581200-8
990117075450206441	RPB929t080497	HT013383777	2081575-X
990160871900206441	RPB929t080498	HT015354861	2396347-5
990163863880206441	RPB929t080499	HT015363439	2397936-7
990164603930206441	RPB929t080513	HT015417784	
990164079660206441	RPB929t080514	HT015385308	
990143378970206441	RPB929t080605	HT014606462	2215796-7
990054890860206441	RPB929t080681	HT006919458	239797-3
990054713840206441	RPB929t080682	HT006895508	121195-X
990054840090206441	RPB929t080708	HT006912217	214769-5
990151161410206441	RPB929t080716	HT014736907	
990160392490206441	RPB929t080766	HT015332190	
990056203390206441	RPB929t080856	HT007074023	1282866-X
990157391170206441	RPB929t080860	HT015117707	2304082-8
990054669070206441	RPB929t080870	HT006889637	19435-9
990117557990206441	RPB929t080871	HT013432572	1055149-9
990164124020206441	RPB929t080889	HT015389779	
990164147670206441	RPB929t080900	HT015392168	
990164148580206441	RPB929t080902	HT015392260	
990048134580206441	RPB929t080903	HT001386376	
990056252330206441	RPB929t080914	HT007193604	1308453-7
990056071390206441	RPB929t080917	HT007058770	1146045-3
990164243860206441	RPB929t080999	HT015401873	
990055624690206441	RPB929t081012	HT007004327	717345-3
990055637830206441	RPB929t081014	HT007006141	722546-5
990151439880206441	RPB929t081018	HT014765027	
990156105000206441	RPB929t081021	HT015019206	2274733-3
990056139190206441	RPB929t081022	HT007066639	1201165-4
990055967130206441	RPB929t081023	HT007046265	1079876-6
990056145860206441	RPB929t081024	HT007067412	1206399-X
990056182800206441	RPB929t081025	HT007071727	1229164-X
990108132860206441	RPB929t081027	HT012660733	1406809-6
990055833080206441	RPB929t081029	HT007030556	989988-1
990164565540206441	RPB929t081160	HT015413904	2405443-4
990159283090206441	RPB929t081246	HT015220575	
990163864120206441	RPB929t081272	HT015363463	2397961-6
990164563120206441	RPB929t081273	HT015413662	2405118-4
990164866440206441	RPB929t081274	HT015444312	2410776-1
990164855960206441	RPB929t081275	HT015443264	2409461-4
990164632310206441	RPB929t081276	HT015420656	2406217-0
990055213350206441	RPB929t081308	HT006957114	539569-0
990056138210206441	RPB929t081309	HT007066528	1200485-6
990056138240206441	RPB929t081310	HT007066531	1200493-5
990056138260206441	RPB929t081311	HT007066533	1200498-4
990056138270206441	RPB929t081312	HT007066535	1200508-3
990165016970206441	RPB929t081313	HT015459522	2413078-3
990165016980206441	RPB929t081314	HT015459523	2413079-5
990156739540206441	RPB929t081315	HT015059394	2279207-7
990164701910206441	RPB929t081316	HT015427679	2407606-5
990155631340206441	RPB929t081317	HT014971342	2266720-9
990164702430206441	RPB929t081318	HT015427731	2407666-1
990056371730206441	RPB929t081319	HT007489816	1377153-X
990164699570206441	RPB929t081330	HT015427445	2407305-2
990164866490206441	RPB929t081368	HT015444317	2410784-0
990164632150206441	RPB929t081369	HT015420640	2406199-2
990164632290206441	RPB929t081370	HT015420654	2406215-7
990164197900206441	RPB929t081410	HT015397224	2402758-3
990056161880206441	RPB929t081419	HT007069243	1214646-8
990160312160206441	RPB929t081420	HT015324145	2392692-2
990056145290206441	RPB929t081424	HT007067333	1205897-X
990101072850206441	RPB929t081425	HT011210964	2001696-7
990163945360206441	RPB929t081426	HT015371691	2399083-1
990164632210206441	RPB929t081427	HT015420646	2406206-6
990164277740206441	RPB929t081428	HT015405296	2403774-6
990164632250206441	RPB929t081440	HT015420650	2406210-8
990164565550206441	RPB929t081442	HT015413905	2405444-6
990164866610206441	RPB929t081443	HT015444329	2410796-7
990164277710206441	RPB929t081444	HT015405293	2403770-9
990133063150206441	RPB929t081445	HT014175569	2162864-6
990055909660206441	RPB929t081449	HT007039597	1052349-2
990165263530206441	RPB929t081451	HT015482197	
990144640120206441	RPB929t081529	HT014670290	
990054838390206441	RPB929t081576	HT006911977	214264-8
990054838390206441	RPB929t081576	HT006911977	214264-8
990055011710206441	RPB929t081582	HT006933805	401745-6
990055011380206441	RPB929t081583	HT006933767	401696-8
990055029650206441	RPB929t081584	HT006935836	404917-2
990165408180206441	RPB929t081605	HT015496829	2419416-5
990164941920206441	RPB929t081608	HT015451947	2411792-4
990165192880206441	RPB929t081611	HT015475064	2415424-6
990155847140206441	RPB929t081614	HT014993122	2269776-7
990155141300206441	RPB929t081616	HT014921882	2259663-X
990164277590206441	RPB929t081618	HT015405281	2403754-0
990164565520206441	RPB929t081619	HT015413902	2405441-0
990056047720206441	RPB929t081623	HT007056055	1129553-3
990164634130206441	RPB929t081626	HT015420838	2406437-3
990164944780206441	RPB929t081628	HT015452233	2412134-4
990048275460206441	RPB929t081686	HT001422104	
990165447160206441	RPB929t081687	HT015500773	
990056159190206441	RPB929t081700	HT007068932	1212664-0
990156393480206441	RPB929t081701	HT015045496	2277550-X
990165195010206441	RPB929t081702	HT015475277	2415660-7
990165192850206441	RPB929t081703	HT015475061	2415421-0
990165194980206441	RPB929t081704	HT015475274	2415657-7
990165017010206441	RPB929t081709	HT015459526	2413082-5
990055847730206441	RPB929t081710	HT007032279	1008804-0
990055497780206441	RPB929t081711	HT006989949	629579-4
990165195940206441	RPB929t081713	HT015475370	2415771-5
990165016910206441	RPB929t081715	HT015459516	2413072-2
990056017180206441	RPB929t081776	HT007052306	1107764-5
990107437280206441	RPB929t081782	HT012591175	1312211-3
990054424300206441	RPB929t081783	HT004421062	242202-5
990124655000206441	RPB929t081784	HT013917532	2133073-6
990133610070206441	RPB929t081785	HT014230922	2171192-6
990165324360206441	RPB929t081786	HT015488345	2417784-2
990147950750206441	RPB929t081868	HT014727127	2233912-7
990159268960206441	RPB929t081869	HT015219150	2376110-6
990164945390206441	RPB929t081870	HT015452294	2412199-X
990166218410206441	RPB929t081876	HT015514204	2421769-4
990101712110206441	RPB929t081933	HT012018638	2009556-9
990056145070206441	RPB929t081934	HT007067305	1205772-1
990124942710206441	RPB929t081935	HT013946654	2136831-4
990134621790206441	RPB929t081936	HT014333330	2182800-3
990151433240206441	RPB929t081937	HT014764358	2239134-4
990166326540206441	RPB929t081938	HT015525158	2422700-6
990109345720206441	RPB929t081990	HT012782737	2020998-8
990055382520206441	RPB929t082014	HT006976728	607074-7
990055901660206441	RPB929t082135	HT007038676	1048549-1
990055847060206441	RPB929t082230	HT007032205	1008556-7
990166391070206441	RPB929t082257	HT015531681	2425534-8
990160391780206441	RPB929t082268	HT015332119	
990166390200206441	RPB929t082283	HT015531594	2425442-3
990166388730206441	RPB929t082284	HT015531447	2425262-1
990135659700206441	RPB929t082320	HT014349378	2184905-5
990165491020206441	RPB929t082322	HT015505222	2420566-7
990166390180206441	RPB929t082356	HT015531592	2425440-X
990226474800206441	RPB929t082447	HT019839679	2945636-8
990164761780206441	RPB929t082449	HT015433729	
990048127460206441	RPB929t082458	HT001385113	
990166505860206441	RPB929t082473	HT015541535	
990166626310206441	RPB929t082534	HT015553736	2429583-8
990166999980206441	RPB929t082535	HT015570459	2432189-8
990055899300206441	RPB929t082536	HT007038348	1047249-6
990119237730206441	RPB929t082537	HT013600928	2103048-0
990153879320206441	RPB929t082538	HT014799791	2243688-1
990166456660206441	RPB929t082551	HT015538319	2426953-0
990048806820206441	RPB929t082567	HT003523066	
990166560960206441	RPB929t082571	HT015547113	
990054618430206441	RPB929t082617	HT006534543	1177893-3
990055473180206441	RPB929t082618	HT006987154	624791-X
990166312670206441	RPB929t082683	HT015523760	
990166312490206441	RPB929t082695	HT015523742	
990166312010206441	RPB929t082697	HT015523694	
990167156930206441	RPB929t082764	HT015586379	2433525-3
990054290110206441	RPB929t082766	HT003106132	204696-9
990056559790206441	RPB929t082767	HT009003610	1443139-7
990167078990206441	RPB929t082769	HT015578463	2432775-X
990108095710206441	RPB929t082830	HT012657018	1402062-2
990166391720206441	RPB929t082843	HT015531746	2425605-5
990136488210206441	RPB929t082844	HT014433374	2194409-X
990156739230206441	RPB929t082845	HT015059363	2279165-6
990167330590206441	RPB929t082846	HT015603845	2436946-9
990170585140206441	RPB929t083062	HT015615279	
990121328410206441	RPB929t083162	HT013812529	
990167325860206441	RPB929t083246	HT015603372	2436349-2
990055378150206441	RPB929t083248	HT006976262	606568-5
990056119260206441	RPB929t083249	HT007064344	1186880-6
990159961490206441	RPB929t083250	HT015289115	2387074-6
990167240320206441	RPB929t083251	HT015594800	2434863-6
990056065020206441	RPB929t083256	HT007058029	1140706-2
990151503800206441	RPB929t083464	HT014771475	2239965-3
990155317770206441	RPB929t083518	HT014939718	
990194520600206441	RPB929t083544	HT017537230	
990056021290206441	RPB929t083696	HT007052773	1109276-2
990151436640206441	RPB929t083697	HT014764698	2239483-7
990050488600206441	RPB929t083800	HT008082215	
990170542740206441	RPB929t083922	HT015611712	2438184-6
990170631420206441	RPB929t083925	HT015619737	2440594-2
990170542260206441	RPB929t083927	HT015611664	2438129-9
990055979940206441	RPB929t083929	HT007047951	1088701-5
990164998410206441	RPB929t084188	HT015457655	
990055173000206441	RPB929t084207	HT006952633	521091-4
990159617580206441	RPB929t084209	HT015254448	2382558-3
990116522550206441	RPB929t084279	HT013327867	
990156765160206441	RPB929t084280	HT015061985	
990206335440206441	RPB929t084313	HT018494151	
990170541390206441	RPB929t084359	HT015611577	2437990-6
990116788250206441	RPB929t084407	HT013354715	
990051190520206441	RPB929t084409	HT009165689	
990050199460206441	RPB929t084471	HT007636408	
990108921290206441	RPB929t084503	HT012739620	
990052461780206441	RPB929t084506	HT011119650	
990110283990206441	RPB929t084546	HT012877637	
990154168990206441	RPB929t084548	HT014829052	
990154599650206441	RPB929t084683	HT014871550	2253900-1
990056153740206441	RPB929t084692	HT007068306	1209616-7
990049554010206441	RPB929t084701	HT005401356	
990143453100206441	RPB929t084710	HT014613957	2216391-8
990049842030206441	RPB929t084711	HT006403004	
990049843470206441	RPB929t084712	HT006406397	
990056065170206441	RPB929t084713	HT007058046	1140862-5
990049851630206441	RPB929t084715	HT006431127	
990048183520206441	RPB929t084716	HT001397106	
990048506630206441	RPB929t084717	HT002524515	
990049866860206441	RPB929t084719	HT006471399	
990049869480206441	RPB929t084720	HT006478244	
990171723620206441	RPB929t084736	HT015729497	2461756-8
990054177910206441	RPB929t084753	HT002206813	200362-4
990125162040206441	RPB929t084755	HT013968839	
990135846170206441	RPB929t084756	HT014368262	
990157508070206441	RPB929t084758	HT015129452	2317169-8
990166387280206441	RPB929t084760	HT015531302	2425106-9
990166387220206441	RPB929t084762	HT015531296	2425099-5
990171155420206441	RPB929t084764	HT015672905	2450468-3
990049012670206441	RPB929t084773	HT004018809	
990049881910206441	RPB929t084774	HT006513397	
990056819250206441	RPB929t084776	HT001405257	
990056819270206441	RPB929t084777	HT001405259	
990171221590206441	RPB929t084798	HT015679370	2451607-7
990171365170206441	RPB929t084804	HT015693477	2454910-1
990049882180206441	RPB929t084805	HT006514212	
990049891160206441	RPB929t084806	HT006536590	
990049899730206441	RPB929t084817	HT006560788	
990056955580206441	RPB929t084821	HT005428853	
990056978000206441	RPB929t084824	HT006650482	
990049178590206441	RPB929t084828	HT004417148	
990051605090206441	RPB929t084829	HT009781565	
990049942290206441	RPB929t084830	HT006696763	
990049942790206441	RPB929t084831	HT006698086	
990048071940206441	RPB929t084832	HT001375066	
990049984720206441	RPB929t084833	HT006809178	
990056981570206441	RPB929t084834	HT006815729	
990048520570206441	RPB929t084835	HT002719882	
990049598550206441	RPB929t084841	HT005406709	
990048218920206441	RPB929t084842	HT001405730	
990049168450206441	RPB929t084849	HT004383153	
990049907730206441	RPB929t084852	HT006580433	
990049908820206441	RPB929t084855	HT006582938	
990050020370206441	RPB929t084859	HT007096436	
990050036530206441	RPB929t084888	HT007141584	
990049534080206441	RPB929t084891	HT005398995	
990051291600206441	RPB929t084901	HT009328594	
990050044230206441	RPB929t084902	HT007162065	
990050051540206441	RPB929t084914	HT007183322	
990050292050206441	RPB929t084915	HT007762563	
990048237490206441	RPB929t084916	HT001411998	
990171626620206441	RPB929t084918	HT015719642	2459259-6
990056524380206441	RPB929t084928	HT008610852	1420525-7
990048885770206441	RPB929t084937	HT003706857	
990047661590206441	RPB929t084951	HT000887616	
990047661600206441	RPB929t084952	HT000887617	
990047661610206441	RPB929t084953	HT000887618	
990047661630206441	RPB929t084998	HT000887620	
990050015380206441	RPB929t085006	HT007082827	
990056272820206441	RPB929t085020	HT007195845	1324404-8
990056711840206441	RPB929t085099	HT011124440	1497732-1
990170889740206441	RPB929t085133	HT015645943	
990170889460206441	RPB929t085134	HT015645915	
990171963470206441	RPB929t085152	HT015753764	
990171541660206441	RPB929t085237	HT015711346	2458968-8
990154201920206441	RPB929t085243	HT014832385	2248195-3
990171010870206441	RPB929t085257	HT015658231	2448102-6
990171541700206441	RPB929t085262	HT015711350	2458973-1
990048458580206441	RPB929t085290	HT002272188	
990048805320206441	RPB929t085291	HT003518956	
990050023800206441	RPB929t085292	HT007105770	
990048153670206441	RPB929t085293	HT001389912	
990167243770206441	RPB929t085294	HT015595145	2435259-7
990171920230206441	RPB929t085295	HT015749371	2465511-9
990171638990206441	RPB929t085296	HT015720879	2460658-3
990171222460206441	RPB929t085303	HT015679457	2451733-1
990171223190206441	RPB929t085304	HT015679530	2451809-8
990171544760206441	RPB929t085306	HT015711658	
990159961280206441	RPB929t085315	HT015289094	2386940-9
990056203180206441	RPB929t085316	HT007073999	1282633-9
990160538930206441	RPB929t085317	HT015347026	2395827-3
990171920280206441	RPB929t090080	HT015749376	2465517-X
990134180300206441	RPB929t090088	HT014288650	
990191347980206441	RPB929t090107	HT017226657	
990167161200206441	RPB929t090115	HT015586806	2434058-3
990124651190206441	RPB929t090120	HT013917151	2132660-5
990171996740206441	RPB929t090121	HT015757134	2466332-3
990116300960206441	RPB929t090152	HT013305391	2074528-X
990172090340206441	RPB929t090156	HT015766609	2467502-7
990056214350206441	RPB929t090166	HT007075215	1288222-7
990056426140206441	RPB929t090167	HT007719682	1396427-6
990112727360206441	RPB929t090177	HT012945353	2034041-2
990056143490206441	RPB929t090232	HT007067127	1204628-0
990113927190206441	RPB929t090234	HT013066010	2049885-8
990105963990206441	RPB929t090235	HT012443846	1104191-2
990113927240206441	RPB929t090236	HT013066015	2049890-1
990118807360206441	RPB929t090237	HT013557396	2096207-1
990173179480206441	RPB929t090286	HT015802453	
990121322880206441	RPB929t090312	HT013811966	
990054816530206441	RPB929t090373	HT006908947	207060-1
990114570080206441	RPB929t090374	HT013130778	2055564-7
990172077950206441	RPB929t090519	HT015765363	
990054284290206441	RPB929t090529	HT003069821	202889-X
990155402710206441	RPB929t090530	HT014948257	2264224-9
990131934520206441	RPB929t090590	HT014061389	2148928-2
990131934440206441	RPB929t090591	HT014061381	2148920-8
990136490010206441	RPB929t090592	HT014433554	2194592-5
990055856170206441	RPB929t090593	HT007033310	1014698-2
990108260270206441	RPB929t090594	HT012673474	1422673-X
990154658870206441	RPB929t090600	HT014877548	2254197-4
990171532210206441	RPB929t090611	HT015710401	2457849-6
990173170720206441	RPB929t090612	HT015801570	2473076-2
990171822150206441	RPB929t090615	HT015739453	2463624-1
990173583860206441	RPB929t090645	HT015842236	2480022-3
990056555080206441	RPB929t090657	HT008952466	1441052-7
990172976860206441	RPB929t090660	HT015783249	2470323-0
990173556220206441	RPB929t090750	HT015839452	
990125025160206441	RPB929t090827	HT013954984	2138307-8
990155841550206441	RPB929t090856	HT014992563	2269189-3
990173489190206441	RPB929t090857	HT015833579	2477582-4
990173558610206441	RPB929t090957	HT015839695	
990173768120206441	RPB929t090994	HT015860659	
990171963310206441	RPB929t091001	HT015753748	
990173263660206441	RPB929t091062	HT015810693	2474341-0
990159834020206441	RPB929t091219	HT015276396	2385353-0
990173724650206441	RPB929t091230	HT015856275	2481768-5
990171155400206441	RPB929t091715	HT015672903	2450466-X
990158971490206441	RPB929t091721	HT015189158	2365039-4
990173642480206441	RPB929t091726	HT015847971	2480629-8
990173954860206441	RPB929t091729	HT015879090	2485808-0
990166539650206441	RPB929t091731	HT015544956	2427625-X
990173263390206441	RPB929t091732	HT015810666	2474313-6
990173573490206441	RPB929t091733	HT015841199	2478797-8
990108627200206441	RPB929t091734	HT012710167	1469647-2
990172081820206441	RPB929t091769	HT015765753	
990166544090206441	RPB929t091854	HT015545400	2428176-1
990134215190206441	RPB929t091857	HT014292200	2177843-7
990171155490206441	RPB929t094467	HT015672912	2450476-2
990175967690206441	RPB929t095313	HT016017396	2508097-0
990136041660206441	RPB929t095842	HT014388022	2189310-X
990132902680206441	RPB929t113936	HT014159452	
990132902680206441	RPB929t113936	HT014159452	
990132902680206441	RPB929t113936	HT014159452	
990144615920206441	RPB929t101284	HT014667842	2224859-6
990054890410206441	RPB929t101285	HT006919400	239362-1
990159268930206441	RPB929t101298	HT015219147	2376106-4
990160224060206441	RPB929t101299	HT015315720	2391332-0
990171909010206441	RPB929t101300	HT015748249	2464153-4
990178527730206441	RPB929t101301	HT016235246	2537691-3
990178527710206441	RPB929t101304	HT016235244	2537688-3
990178334690206441	RPB929t101305	HT016216759	2534916-8
990109169280206441	RPB929t101542	HT012764862	
990052242050206441	RPB929t102081	HT010781926	
990048629750206441	RPB929t102243	HT003042970	
990132811770206441	RPB929t103192	HT014150270	2159642-6
990193979450206441	RPB929t103753	HT017484805	
990176032240206441	RPB929t110324	HT016023945	2508573-6
990184027490206441	RPB929t110384	HT016699686	2592539-8
990055164530206441	RPB929t110742	HT006951652	517448-X
990054398330206441	RPB929t110743	HT004176739	517451-X
990144773020206441	RPB929t110770	HT014683710	2227434-0
990155847370206441	RPB929t110771	HT014993145	2269799-8
990164701550206441	RPB929t110772	HT015427643	2407543-7
990056139430206441	RPB929t111930	HT007066670	1201241-5
990187846480206441	RPB929t113850	HT016894229	2617619-1
990187846510206441	RPB929t113851	HT016894232	2617622-1
990132902680206441	RPB929t113936	HT014159452	
990190020730206441	RPB929t120048	HT017097494	2644190-1
990190025140206441	RPB929t120167	HT017097935	2644660-1
990048937370206441	RPB929t120876	HT003830924	
990181798760206441	RPB929t112215	CT001001465	
990017556500206441	RPB929t112216	HT004440191	
990186774250206441	RPB929t112245	HT016789340	
990186774310206441	RPB929t112247	HT016789345	
990180609280206441	RPB929t112262	CT003001291	
990187145760206441	RPB929t112282	HT016825985	
990042083600206441	RPB929t112285	HT010098252	
990187363830206441	RPB929t112312	HT016846642	
990187028750206441	RPB929t112366	HT016814360	2606717-1
990125434470206441	RPB929t112391	HT013996365	
990187209590206441	RPB929t112418	HT016831953	
990186945210206441	RPB929t112487	HT016805990	
990184675320206441	RPB929t112488	HT016761817	
990186944830206441	RPB929t112509	HT016805951	
990187073110206441	RPB929t112549	HT016818801	
990187464200206441	RPB929t112579	HT016856771	
990187461950206441	RPB929t112580	HT016856545	
990186937680206441	RPB929t112613	HT016805230	2606183-1
990183784550206441	RPB929t112630	HT016675937	
990187562520206441	RPB929t112635	HT016866510	
990187130670206441	RPB929t112692	HT016824470	2608439-9
990187560180206441	RPB929t112844	HT016866273	
990187142040206441	RPB929t152828	HT016825609	
990187363270206441	RPB929t112880	HT016846585	
990187608300206441	RPB929t112884	HT016871083	
990186863920206441	RPB929t112893	HT016798283	
990184561970206441	RPB929t112894	HT016750561	
990187363440206441	RPB929t112899	HT016846603	
990187156290206441	RPB929t112912	HT016826675	
990181084520206441	RPB929t112928	HT016414782	
990187461790206441	RPB929t112938	HT016856527	
990187737470206441	RPB929t112944	HT016883356	
990187009270206441	RPB929t112945	HT016812408	
990179120630206441	RPB929t112948	HT016294812	
990187568560206441	RPB929t112959	HT016867124	
990187918960206441	RPB929t112961	HT016901506	
990187231470206441	RPB929t161302	HT016833968	2609589-0
990187659020206441	RPB929t112973	HT016876144	2614674-5
990187347050206441	RPB929t113001	HT016844952	
990187659060206441	RPB929t113064	HT016876148	2614678-2
990187237150206441	RPB929t113065	HT016834536	2610214-6
990187659090206441	RPB929t113066	HT016876151	2614681-2
990187464460206441	RPB929t113150	HT016856797	
990184155030206441	RPB929t113159	HT016712440	
990187629730206441	RPB929t113162	HT016873198	
990182889600206441	RPB929t113169	HT016587890	
990182683130206441	RPB929t113191	HT016567705	
990187135790206441	RPB929t113215	HT016824982	2609011-9
990187658870206441	RPB929t113216	HT016876129	2614659-9
990187843810206441	RPB929t113244	HT016893962	2617342-6
990187754140206441	RPB929t113251	HT016885032	2616056-0
990187659010206441	RPB929t113252	HT016876143	2614673-3
990187843750206441	RPB929t113253	HT016893956	2617336-0
990187843790206441	RPB929t113257	HT016893960	2617340-2
990187449600206441	RPB929t113290	HT016856385	
990187711040206441	RPB929t113294	HT016880736	
990187899660206441	RPB929t113307	HT016899559	
990187450700206441	RPB929t113310	HT016856389	
